7,22,0.13138571507874552
17,32,0.12859249264245098
25,40,0.11402847166784925
47,60,0.11330235037597143
66,78,0.10856351060041304
70,92,0.10557505730372109
98,108,0.1261197351552481
104,117,0.10128048087217213
107,124,0.11991312159101616
122,141,0.104309919073054
127,155,0.10987834588283031
151,162,0.099830567574651
177,187,0.11572623371578462
196,218,0.11575353348724879
216,226,0.13852769253809114
227,238,0.11671358209847517
236,271,0.12322020581814065
250,280,0.12121361558306377
275,290,0.1166446398534269
289,309,0.10820574218147791
299,315,0.11008879669530457
318,331,0.13652882834853647
328,344,0.11094837444028721
332,352,0.10254812888028464
371,381,0.14019769492209386
389,409,0.11369013827094522
413,446,0.12694150298644513
429,453,0.12632039352413432
