0,13,0.1550986455198209
2,23,0.09703081313211048
6,29,0.05790263142013541
10,33,0.07565552057321145
12,35,0.07788404667521642
14,37,0.0809556527065578
16,39,0.07281395527970869
18,41,0.08367136062715108
20,43,0.08138841165017663
22,45,0.08299121275144938
24,47,0.08789402079629483
26,49,0.0856216835975796
30,53,0.09690475821411115
32,55,0.0767271526892701
36,60,0.10902083122061168
50,74,0.1900684221852721
62,83,0.20903051326782185
68,87,0.21163159966030864
80,101,0.22575951110259984
85,106,0.22273022424118016
91,109,0.2181273151530454
95,113,0.21315360556976293
98,116,0.21185249577896093
102,121,0.21110886844723487
105,125,0.2057912695068509
107,126,0.2112421752657927
110,132,0.18906280688597088
124,143,0.19793659784164408
138,161,0.22872740517990087
143,164,0.22827262174026464
152,171,0.2278788734568784
156,177,0.22717047622736586
160,178,0.2186896055036415
163,180,0.20794172576006545
175,185,0.21865965246956867
187,199,0.21656960699172945
196,221,0.19459910125217822
202,223,0.19297171585236744
207,225,0.19560256978675827
213,230,0.19747692834274266
215,240,0.19475377061215182
231,249,0.2143566657199094
234,256,0.21439505111114476
237,260,0.2168608356608579
243,264,0.2184438754214475
245,265,0.21886873732940648
249,267,0.227124400365448
255,275,0.18285412258621225
261,280,0.1569022269624175
270,285,0.1343662435533901
272,297,0.08043982997972066
274,299,0.09244983826074193
277,301,0.09122791829719534
281,305,0.10586923466781606
288,310,0.092700600411743
292,313,0.08903929566789226
298,322,0.12960604294074984
300,325,0.12162983761242652
