4,14,0.2990354316965337
8,18,0.2707707916566776
12,26,0.23778963358441219
14,30,0.2483295209752201
20,36,0.27536517454653986
26,38,0.2687748388800205
30,47,0.23466119464942958
34,49,0.2686156370636755
38,62,0.30053004771934555
70,80,0.6136600366767886
126,136,0.5203867549570617
175,185,0.35738998830075064
194,210,0.34380593895411643
203,223,0.34941914584631384
220,230,0.3607187872151486
221,237,0.3498762550342106
225,241,0.35559120982310516
254,266,0.3263061045273741
279,293,0.2861977219198
286,308,0.226297882634948
292,313,0.19711243935021916
298,325,0.16089713732272287
