2,17,0.23513040374662758
4,19,0.2339433437596437
8,23,0.24015063082784988
12,32,0.19167429240328998
14,34,0.20578393726567096
18,39,0.21799024708525055
20,41,0.22193217130706772
22,43,0.2036662413687283
24,45,0.2216083128550566
28,47,0.19814318754598986
30,49,0.22437262767193628
38,58,0.25993362013575677
70,80,0.7403867002126923
125,135,0.7994449135372925
176,186,0.3147357122110898
194,204,0.34026947700215143
198,221,0.3634091319144133
210,230,0.34683018989477493
223,234,0.3447993125217436
256,266,0.47741440071949776
285,301,0.3872483909287113
296,320,0.21599366851167306
298,323,0.22692158659211709
304,325,0.21150398040411406
