0,12,0.20673754791976945
2,20,0.18018466296470675
8,24,0.18776741454794282
10,26,0.17458924860107466
14,28,0.16734901306430067
16,37,0.17605739871003717
18,38,0.16996601072567746
26,47,0.16613879703665152
28,49,0.1729323861837006
34,52,0.1882808471664426
38,57,0.15585961795144637
40,60,0.14960652449809225
46,69,0.21589389199806197
54,75,0.3213196743893433
83,93,0.36041706668927037
99,109,0.3995764845299074
127,137,0.5815455568687438
175,185,0.3682127294380188
204,214,0.353669493909973
234,244,0.3162146784121704
256,266,0.36122303848043874
270,285,0.2953988081227576
272,288,0.3133721941802061
274,290,0.28817653796215864
288,300,0.3743558530421906
