5,15,0.05729147111972055
37,47,0.017982241759413185
46,72,0.015920180555725305
59,86,0.015295648254334049
72,104,0.016614339636138897
76,106,0.017891745382965007
128,138,0.031515145353210317
165,176,0.02020447493818678
172,185,0.024526393772003052
186,196,0.16360816344358525
209,219,0.03771119496394304
250,261,0.03595491167947351
269,279,0.03231438013275156
285,301,0.01779826121832251
301,311,0.06429781544793656
345,355,0.09045227469107009
372,383,0.021951544686385716
393,403,0.14838860517590324
419,429,0.05924906395150775
440,450,0.07442297760134897
