0,1,0.15264514106980898
1,4,0.078782171015091
11,15,0.13487213904479978
15,21,0.10602468304199231
25,30,0.09156393910195926
34,54,0.05136177684419263
117,122,0.06190187082327303
124,133,0.06381386459600857
145,168,0.06636047589267002
178,191,0.06931412054467823
203,206,0.07923358897766153
207,213,0.07137293202435335
237,239,0.11478626667263792
240,248,0.05988262075331152
262,271,0.07136642983850117
274,278,0.052793653551803765
280,302,0.049831003008132924
311,315,0.06737094931994646
315,323,0.059772151309675794
331,337,0.07167941545965595
351,359,0.07112980769039956
368,382,0.07354444278988681
390,392,0.07363909531854251
418,433,0.5281074006513978
431,437,0.4233324839925995
439,442,0.37659737417030337
