3,3,0.7212051733301081
8,8,0.317277969369262
25,25,0.4360284223645623
28,28,0.39226585770544364
34,35,0.2954248518039403
44,44,0.32941693146923867
57,57,0.32795065720776406
115,115,0.4562646154805914
194,201,0.12489617350137305
202,214,0.10875429704016149
280,281,0.40291819240098636
308,308,0.5183155540868536
309,309,0.4598011974736944
339,346,0.19768754131092758
376,376,0.42841911358087215
379,379,0.41540360492913875
382,382,0.41289436859338435
383,383,0.3894982342168585
384,384,0.35500520547131387
385,385,0.2955960639307865
386,387,0.15615177215988207
396,401,0.11826654992713947
400,405,0.10270363051565568
407,414,0.09388026718473808
419,422,0.11048800051602159
432,441,0.096169146940079
440,445,0.09806179584005703
450,453,0.10480618472055059
