0,0,0.11879247327691611
1,4,0.07624298163732912
3,6,0.06596648666751004
12,19,0.07895869071490491
24,29,0.06503641501516699
36,57,0.06787945956966088
72,100,0.06392782663439922
101,117,0.09808951643273889
125,126,0.340459436138687
126,133,0.06565904455142113
149,158,0.06500735757157794
164,169,0.0745285435492089
165,188,0.0637867443896174
203,203,0.14062899276989715
204,204,0.11689704557305869
205,205,0.10195452016113227
208,217,0.06388193101031447
228,233,0.0857193482011408
232,239,0.06212031739120394
236,246,0.06525420954354777
244,249,0.06771862459744238
247,254,0.06345009734957818
255,275,0.06719881081408685
279,303,0.05818122493566846
324,326,0.06868404083123703
333,336,0.10273370213154598
344,344,0.10508984336444027
345,349,0.07157873956832805
367,367,0.09271830192834396
368,369,0.08405357350079279
370,386,0.06624361978758175
391,394,0.10886943299649054
405,408,0.124151766542419
413,421,0.06350576778372141
428,437,0.06748789490881313
436,442,0.06951451255746388
