5,9,0.7237432351152028
22,25,0.4011943063407285
28,29,0.2510510950882262
30,43,0.8479356476516419
116,118,0.5579064818780204
193,202,0.1759719007811884
204,215,0.2586691659842526
225,229,0.3051365926975099
235,242,0.25503194474929775
245,255,0.234875323555923
310,310,0.9112621807562876
311,312,0.7364148228415824
352,357,0.3138110932891842
393,397,0.2404835521511538
408,412,0.21259710514562924
431,437,0.46355396008094873
437,442,0.23462313844352645
444,446,0.2297067628283237
446,448,0.22303459433468575
