frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,10x_L,10y_L,11x_L,11y_L,12x_L,12y_L,13x_L,13y_L,14x_L,14y_L,15x_L,15y_L,16x_L,16y_L,17x_L,17y_L,18x_L,18y_L,19x_L,19y_L,20x_L,20y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,10x_R,10y_R,11x_R,11y_R,12x_R,12y_R,13x_R,13y_R,14x_R,14y_R,15x_R,15y_R,16x_R,16y_R,17x_R,17y_R,18x_R,18y_R,19x_R,19y_R,20x_R,20y_R,x_Body,y_Body
1,0.6088714599609375,0.7326354384422302,0.6124606132507324,0.7281426191329956,0.615850567817688,0.7339962720870972,0.6202731132507324,0.7494035959243774,0.6230759620666504,0.7660720944404602,0.6011731624603271,0.7608472108840942,0.6096413135528564,0.7825886607170105,0.621654212474823,0.7868170738220215,0.6290631890296936,0.787074089050293,0.5984724164009094,0.7762426137924194,0.6070273518562317,0.8035556674003601,0.6232584118843079,0.8067312240600586,0.6331956386566162,0.8028974533081055,0.5981976985931396,0.7880122065544128,0.6040019989013672,0.8117542266845703,0.6190277934074402,0.8159233927726746,0.6276499032974243,0.8147376775741577,0.5996208786964417,0.7966474890708923,0.6051101088523865,0.815498948097229,0.6155481338500977,0.8197333812713623,0.6222802996635437,0.8209636807441711,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5003917962312698,0.4136958569288254
2,0.602335512638092,0.7291154861450195,0.6093790531158447,0.7242155075073242,0.6168697476387024,0.7310885787010193,0.6224278807640076,0.7431027293205261,0.6274917125701904,0.7572677135467529,0.6036390662193298,0.7614861726760864,0.6163349151611328,0.7872841358184814,0.6275027990341187,0.7941914796829224,0.6353960633277893,0.7954181432723999,0.5994772911071777,0.7772389650344849,0.6144878268241882,0.8053399920463562,0.6274321675300598,0.807835042476654,0.6362943649291992,0.8031013607978821,0.5989779233932495,0.7870208621025085,0.611572802066803,0.8129295110702515,0.6229214668273926,0.8154404163360596,0.6315550804138184,0.811459481716156,0.600192666053772,0.791888415813446,0.6084979772567749,0.8113735914230347,0.6166734099388123,0.8156394362449646,0.6243862509727478,0.8142473697662354,0.33633726835250854,0.7077925205230713,0.3500535488128662,0.7130081653594971,0.35972142219543457,0.7236793041229248,0.36236777901649475,0.7357599139213562,0.36031508445739746,0.7426860928535461,0.36937573552131653,0.7367300391197205,0.37174397706985474,0.755544126033783,0.3644603192806244,0.762726366519928,0.35844260454177856,0.7639957666397095,0.3654980957508087,0.7449647188186646,0.366727352142334,0.769128680229187,0.3578093647956848,0.7750728130340576,0.34998762607574463,0.7719476819038391,0.3601013720035553,0.7509660124778748,0.35973769426345825,0.7709372639656067,0.35143789649009705,0.774924099445343,0.34474605321884155,0.7702504396438599,0.3536255359649658,0.7538963556289673,0.3538593053817749,0.7678561210632324,0.34800249338150024,0.7693642973899841,0.34335723519325256,0.7657946944236755,0.49564023315906525,0.41485531628131866
3,0.6126124262809753,0.7313887476921082,0.61471027135849,0.7214159369468689,0.6186983585357666,0.7248567938804626,0.6234776377677917,0.7398440837860107,0.625702440738678,0.7561033368110657,0.6021736860275269,0.7572877407073975,0.6121991276741028,0.7854992747306824,0.6245612502098083,0.7902129292488098,0.6332303881645203,0.7888578772544861,0.599205493927002,0.7767345905303955,0.6083202958106995,0.8057721257209778,0.6244530081748962,0.807004988193512,0.6352381706237793,0.8001207113265991,0.5992894172668457,0.7909650802612305,0.6057668924331665,0.8137010931968689,0.6214075684547424,0.8160535097122192,0.6312669515609741,0.8117223381996155,0.601298451423645,0.8000186681747437,0.6058800220489502,0.8186433911323547,0.6161002516746521,0.8226813077926636,0.6239151954650879,0.8204697966575623,0.33487948775291443,0.7062363624572754,0.3480493128299713,0.7144408226013184,0.3569773733615875,0.7265028953552246,0.3597722351551056,0.7386054992675781,0.357881098985672,0.7472200393676758,0.364846795797348,0.7388524413108826,0.3658471703529358,0.760805606842041,0.3597466051578522,0.7690267562866211,0.3540814518928528,0.768000066280365,0.3614504933357239,0.7452391386032104,0.36054715514183044,0.7683730721473694,0.35400623083114624,0.7742943167686462,0.34801599383354187,0.768862783908844,0.3566235601902008,0.7490118741989136,0.35495686531066895,0.768489420413971,0.3490486145019531,0.7730509638786316,0.3439255654811859,0.7669775485992432,0.35139399766921997,0.7510830760002136,0.35134628415107727,0.7676258683204651,0.3473031520843506,0.7709330916404724,0.3435176908969879,0.767401933670044,0.500122144818306,0.4135260432958603
4,0.6038699150085449,0.7220867872238159,0.6101330518722534,0.7226197719573975,0.6169299483299255,0.7318159341812134,0.6231449246406555,0.7456299662590027,0.6274559497833252,0.7600358724594116,0.6027077436447144,0.7611979842185974,0.6156148910522461,0.7891236543655396,0.6280561685562134,0.7935001254081726,0.6362621784210205,0.7919027209281921,0.5992982387542725,0.7774602174758911,0.613559365272522,0.8083036541938782,0.6281821131706238,0.80914705991745,0.6372493505477905,0.8011017441749573,0.5995543003082275,0.7877150177955627,0.6108319759368896,0.8149491548538208,0.6237229704856873,0.8169410228729248,0.6322953104972839,0.8110383152961731,0.601340651512146,0.7921751737594604,0.6087539196014404,0.8125565052032471,0.617821991443634,0.8160238265991211,0.6254141926765442,0.8126478791236877,0.3334434926509857,0.7069916725158691,0.34593480825424194,0.7136377692222595,0.35449251532554626,0.7255931496620178,0.35760241746902466,0.7367749810218811,0.35589489340782166,0.7431420683860779,0.3622245490550995,0.7409223318099976,0.3635474145412445,0.758556067943573,0.3581060469150543,0.7643806338310242,0.35289275646209717,0.7623081803321838,0.35928890109062195,0.7478163242340088,0.35817381739616394,0.7649171948432922,0.35301515460014343,0.7691771984100342,0.3478277623653412,0.7641109824180603,0.35502925515174866,0.7511864900588989,0.3530593514442444,0.7650469541549683,0.3479611277580261,0.7686400413513184,0.3432067334651947,0.7636131644248962,0.3504364788532257,0.7524047493934631,0.34934574365615845,0.7665713429450989,0.34584367275238037,0.7690459489822388,0.34250733256340027,0.7656453847885132,0.5148260146379471,0.41233810782432556
5,0.6203925013542175,0.7336975932121277,0.6234375834465027,0.7304016351699829,0.6256512403488159,0.7333889007568359,0.6267514228820801,0.745205283164978,0.6263060569763184,0.7597434520721436,0.604883074760437,0.7609446048736572,0.6154862642288208,0.7889218926429749,0.6281625032424927,0.7948338985443115,0.6362726092338562,0.7955586910247803,0.600385308265686,0.7777995467185974,0.6112273335456848,0.8055984377861023,0.6267983913421631,0.8088570833206177,0.6371946334838867,0.8051692247390747,0.6000985503196716,0.7900658845901489,0.6086667776107788,0.8134549260139465,0.6235204935073853,0.8144490718841553,0.6336201429367065,0.8107860684394836,0.6014357209205627,0.7973648905754089,0.6083242893218994,0.8133492469787598,0.6184626221656799,0.8158642053604126,0.6262484192848206,0.8147611618041992,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5367092937231064,0.40972545742988586
6,0.6100646257400513,0.7339513897895813,0.6123121976852417,0.7278845310211182,0.617657482624054,0.731227457523346,0.6236892342567444,0.7424819469451904,0.6280389428138733,0.7578598260879517,0.6025649309158325,0.7602118849754333,0.6151618957519531,0.7888652086257935,0.6278595328330994,0.7949888706207275,0.6361022591590881,0.7950712442398071,0.6001225113868713,0.776953399181366,0.6127918362617493,0.806701123714447,0.6276767253875732,0.8083480000495911,0.6365921497344971,0.8021447658538818,0.6011006236076355,0.7885379791259766,0.6113884449005127,0.8128738403320312,0.6238813996315002,0.8155434727668762,0.6316171288490295,0.8104448914527893,0.6032807230949402,0.7945327758789062,0.6100402474403381,0.8122206926345825,0.6186399459838867,0.8148842453956604,0.6256366968154907,0.8112291097640991,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6742725074291229,0.411589115858078
7,0.6024417281150818,0.7333381175994873,0.6096383929252625,0.7272337675094604,0.6169273257255554,0.7341005802154541,0.6224479675292969,0.745170533657074,0.6271174550056458,0.7585820555686951,0.6028519868850708,0.7607057094573975,0.6155617833137512,0.7872413992881775,0.6267485618591309,0.792808473110199,0.6343852877616882,0.7924228310585022,0.5990550518035889,0.7756031155586243,0.6136158108711243,0.8037640452384949,0.6260528564453125,0.8074153065681458,0.6344400644302368,0.8037311434745789,0.5986794233322144,0.785510778427124,0.6107550263404846,0.8111060261726379,0.6218841075897217,0.8150482773780823,0.6305456757545471,0.8126739859580994,0.6002492904663086,0.7908298969268799,0.6083554625511169,0.8102793097496033,0.6164582371711731,0.8156818151473999,0.6242362856864929,0.8150191307067871,0.6015085577964783,0.726871132850647,0.6103435754776001,0.7226757407188416,0.6176896691322327,0.7306954860687256,0.6236405372619629,0.7454543709754944,0.6282947063446045,0.7604032754898071,0.6029077768325806,0.7590204477310181,0.6143029928207397,0.7857611775398254,0.6250659823417664,0.793399453163147,0.6331402063369751,0.7954332828521729,0.5987299680709839,0.7747551202774048,0.6125063896179199,0.8015532493591309,0.6254831552505493,0.8053528070449829,0.6357534527778625,0.8014561533927917,0.5981110334396362,0.7850210070610046,0.6100852489471436,0.8090081214904785,0.6216594576835632,0.813076913356781,0.6318320631980896,0.8093319535255432,0.5999549031257629,0.7902218699455261,0.6081684827804565,0.8095769882202148,0.6159530878067017,0.8156972527503967,0.6240940690040588,0.8147699236869812,0.7006281018257141,0.4099111706018448
8,0.60325026512146,0.7337414026260376,0.6094683408737183,0.726411759853363,0.615885853767395,0.7307657599449158,0.6206608414649963,0.7435241341590881,0.6251524686813354,0.7585427165031433,0.6010207533836365,0.7610665559768677,0.6134966611862183,0.7859421372413635,0.6245713233947754,0.7927159667015076,0.6334583163261414,0.794127345085144,0.5978758931159973,0.7767218351364136,0.6122463941574097,0.802597165107727,0.6250288486480713,0.8063592910766602,0.6349588632583618,0.8030056953430176,0.5984987616539001,0.7859975099563599,0.6101319193840027,0.8094099164009094,0.6215579509735107,0.8129623532295227,0.6317008137702942,0.8096978068351746,0.6012270450592041,0.7908779978752136,0.6091338992118835,0.8096296191215515,0.6168752908706665,0.815271258354187,0.6250143051147461,0.8145452737808228,0.6028705835342407,0.7317275404930115,0.6092574596405029,0.7249962687492371,0.6158514022827148,0.7293865084648132,0.6208349466323853,0.7428961992263794,0.6257050633430481,0.7593032121658325,0.6009219288825989,0.7592283487319946,0.6131967902183533,0.7855871319770813,0.6245331764221191,0.7921708822250366,0.6333647966384888,0.7925828695297241,0.5978929400444031,0.7758991718292236,0.6118990778923035,0.8019891977310181,0.6249402761459351,0.8058009147644043,0.6349971294403076,0.8015202879905701,0.598599910736084,0.7860093712806702,0.6100495457649231,0.8097962141036987,0.6217697262763977,0.8132950067520142,0.6319770812988281,0.8092515468597412,0.6012886762619019,0.7913277745246887,0.6091415882110596,0.8109805583953857,0.6170729994773865,0.8166022300720215,0.6252120137214661,0.8150607347488403,0.7018719613552094,0.40918920934200287
9,0.6021468639373779,0.7344654202461243,0.6094890832901001,0.7259738445281982,0.6163898706436157,0.7309067845344543,0.621091902256012,0.7438490390777588,0.6255281567573547,0.7586539387702942,0.6010990142822266,0.7607238292694092,0.6141026616096497,0.7859134674072266,0.6252884268760681,0.7931153774261475,0.6341789960861206,0.7950573563575745,0.5975552797317505,0.7759565711021423,0.6128410696983337,0.8025078177452087,0.6254194378852844,0.8076580166816711,0.635039746761322,0.8052307963371277,0.5979174375534058,0.7853994369506836,0.6106894612312317,0.8093346357345581,0.6220306158065796,0.8142044544219971,0.6317354440689087,0.8125206232070923,0.6004206538200378,0.7902880311012268,0.608478307723999,0.8096218109130859,0.6163953542709351,0.8160048723220825,0.624582052230835,0.8162327408790588,0.6021209359169006,0.732912003993988,0.6091934442520142,0.725364089012146,0.6162348389625549,0.730601966381073,0.6214151382446289,0.7438482046127319,0.6253896951675415,0.7586212158203125,0.600856602191925,0.7610372304916382,0.6143240928649902,0.7860050201416016,0.6254498958587646,0.7927424311637878,0.6341648697853088,0.7945334911346436,0.5974849462509155,0.7766930460929871,0.6127924919128418,0.8032659888267517,0.6252850890159607,0.807680070400238,0.6348461508750916,0.8048535585403442,0.597959041595459,0.786023736000061,0.6106403470039368,0.8102402091026306,0.6218212246894836,0.814697802066803,0.6315850019454956,0.8125196695327759,0.6005487442016602,0.7907476425170898,0.6087579727172852,0.8103040456771851,0.6165909171104431,0.8162798881530762,0.6248000860214233,0.8157893419265747,0.7033841609954834,0.4091256111860275
10,0.6022149920463562,0.7335917949676514,0.609390139579773,0.7262282967567444,0.6163185238838196,0.7312572002410889,0.6212875843048096,0.7442967295646667,0.6252512335777283,0.7588724493980408,0.6009974479675293,0.7614229917526245,0.61416095495224,0.7860701084136963,0.6251461505889893,0.7930447459220886,0.6341583728790283,0.795157790184021,0.5974498987197876,0.7766633629798889,0.6130006909370422,0.8028398156166077,0.6254093647003174,0.8072488903999329,0.6350358724594116,0.8047839999198914,0.5977741479873657,0.7858673930168152,0.6106696724891663,0.8096957802772522,0.6219031810760498,0.8142364621162415,0.6317943930625916,0.8125510215759277,0.6002346277236938,0.7904973030090332,0.6083667874336243,0.8098167181015015,0.6161261200904846,0.8161121010780334,0.6243302226066589,0.8162645101547241,0.6022756099700928,0.732907772064209,0.6093048453330994,0.725580096244812,0.6162784099578857,0.7306271195411682,0.6213461756706238,0.7439324855804443,0.6253497004508972,0.758826494216919,0.600881040096283,0.761062741279602,0.6140003204345703,0.7860391139984131,0.6250576972961426,0.7928944230079651,0.6339994072914124,0.7948374152183533,0.5974298119544983,0.776537299156189,0.6127750873565674,0.8028773665428162,0.625239372253418,0.807136595249176,0.6347771286964417,0.8045573830604553,0.5978067517280579,0.785846471786499,0.6104639768600464,0.8097350597381592,0.621712327003479,0.8140820264816284,0.6315640807151794,0.8120827078819275,0.6002872586250305,0.7907017469406128,0.6084801554679871,0.8099910616874695,0.6162419319152832,0.8160566091537476,0.6243961453437805,0.8158251643180847,0.7046074271202087,0.4089280813932419
