frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,10x_L,10y_L,11x_L,11y_L,12x_L,12y_L,13x_L,13y_L,14x_L,14y_L,15x_L,15y_L,16x_L,16y_L,17x_L,17y_L,18x_L,18y_L,19x_L,19y_L,20x_L,20y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,10x_R,10y_R,11x_R,11y_R,12x_R,12y_R,13x_R,13y_R,14x_R,14y_R,15x_R,15y_R,16x_R,16y_R,17x_R,17y_R,18x_R,18y_R,19x_R,19y_R,20x_R,20y_R,x_Body,y_Body
1,0.4819647967815399,0.692308247089386,0.4918583333492279,0.669765293598175,0.500159502029419,0.6622639894485474,0.5050821304321289,0.6608717441558838,0.5055815577507019,0.6620883345603943,0.4995056986808777,0.6827021837234497,0.5160295367240906,0.7018168568611145,0.522128164768219,0.7064455151557922,0.5226845741271973,0.707586944103241,0.49406328797340393,0.7053467035293579,0.5122551321983337,0.7267960906028748,0.5198079943656921,0.7282950282096863,0.5234549641609192,0.7239132523536682,0.4878798723220825,0.7212349772453308,0.5040589570999146,0.7389349341392517,0.512865424156189,0.739261269569397,0.5159313082695007,0.7357169985771179,0.4825401306152344,0.7326492667198181,0.4884316921234131,0.7475876212120056,0.4899181127548218,0.7501375675201416,0.48940005898475647,0.7480016946792603,0.4686765968799591,0.6806560754776001,0.48290684819221497,0.6670738458633423,0.4957939684391022,0.6657906174659729,0.5083835124969482,0.6710035800933838,0.5195811986923218,0.6733260154724121,0.494980126619339,0.695504903793335,0.513056218624115,0.7092303037643433,0.5224929451942444,0.7159244418144226,0.5292477011680603,0.7201854586601257,0.49023425579071045,0.7126093506813049,0.5098578929901123,0.7255200147628784,0.5207455158233643,0.730937659740448,0.5277119874954224,0.732326865196228,0.4858120381832123,0.7246099710464478,0.5036509037017822,0.7387121915817261,0.5136304497718811,0.7429852485656738,0.5201069712638855,0.7422085404396057,0.48188281059265137,0.7315298914909363,0.4948258399963379,0.7459413409233093,0.5028738379478455,0.7496604919433594,0.5097026228904724,0.7484347820281982,0.5052334666252136,0.39028802514076233
2,0.4805997610092163,0.6934419870376587,0.4915401041507721,0.6696301698684692,0.501443088054657,0.6603460907936096,0.5082814693450928,0.6575667858123779,0.5109400153160095,0.658673107624054,0.4998040497303009,0.683415949344635,0.5168652534484863,0.7031355500221252,0.5232235193252563,0.7076581120491028,0.5245663523674011,0.7092308402061462,0.4941512644290924,0.7064780592918396,0.5132507085800171,0.7275627255439758,0.520570695400238,0.7293471693992615,0.5248695611953735,0.72702556848526,0.48767369985580444,0.7224351167678833,0.5048311352729797,0.7389933466911316,0.5122525691986084,0.7392762303352356,0.515070378780365,0.7372221946716309,0.4820733666419983,0.7342791557312012,0.48776713013648987,0.7473496794700623,0.48783618211746216,0.7489705681800842,0.48660898208618164,0.7476440668106079,0.46900859475135803,0.6805583834648132,0.48285984992980957,0.6672021746635437,0.49602454900741577,0.6656734943389893,0.5082657337188721,0.6709679365158081,0.5189889669418335,0.6737208366394043,0.49553415179252625,0.694114089012146,0.5128304958343506,0.7084967494010925,0.5219022631645203,0.7151613235473633,0.5285447239875793,0.7193485498428345,0.4905548691749573,0.7113924026489258,0.5097440481185913,0.7246946692466736,0.5203143358230591,0.7301392555236816,0.5273041725158691,0.7318102121353149,0.48585250973701477,0.7236805558204651,0.5034812688827515,0.7378770709037781,0.5131943821907043,0.7418788075447083,0.5196142196655273,0.7412195205688477,0.4817158281803131,0.7310364246368408,0.49474531412124634,0.7456303238868713,0.5028151869773865,0.7487620711326599,0.5094584822654724,0.7468937635421753,0.5054049640893936,0.39024391770362854
3,0.4856286346912384,0.693193793296814,0.4946230351924896,0.6686291694641113,0.5026291608810425,0.6594432592391968,0.50860595703125,0.6562032699584961,0.5110653638839722,0.6561357378959656,0.4996575713157654,0.687131404876709,0.5157649517059326,0.705906093120575,0.522832989692688,0.7105672955513,0.5247523188591003,0.712029218673706,0.49444422125816345,0.7089263200759888,0.5123055577278137,0.7289069294929504,0.5196645855903625,0.7304798364639282,0.5249106884002686,0.7280436158180237,0.4883614480495453,0.7235668301582336,0.503731906414032,0.7393544316291809,0.5109819769859314,0.7395422458648682,0.5144434571266174,0.7383763790130615,0.4832620620727539,0.7341170907020569,0.48512884974479675,0.745852530002594,0.48313942551612854,0.7500119209289551,0.4807339906692505,0.752524733543396,0.46946415305137634,0.6804534196853638,0.48296061158180237,0.6668713092803955,0.49597904086112976,0.6654565334320068,0.5082274675369263,0.670950710773468,0.518930196762085,0.6739177107810974,0.49588727951049805,0.6946040987968445,0.5129802227020264,0.7085638046264648,0.5219786763191223,0.7150759100914001,0.5286615490913391,0.7192202210426331,0.49097034335136414,0.7117022275924683,0.5099653601646423,0.7244847416877747,0.5205492973327637,0.7300881147384644,0.5275299549102783,0.7319890856742859,0.4861615002155304,0.72370845079422,0.5036324262619019,0.7377118468284607,0.5133204460144043,0.7417739629745483,0.5196864604949951,0.7412293553352356,0.4818522334098816,0.7308850288391113,0.4947887063026428,0.7453219890594482,0.5027771592140198,0.7484897375106812,0.5092947483062744,0.7468279004096985,0.5056019127368927,0.3901819735765457
4,0.4912707805633545,0.6968203783035278,0.49840047955513,0.6714223027229309,0.5032208561897278,0.6617333889007568,0.5060287714004517,0.6591764688491821,0.5065476298332214,0.6594865918159485,0.49975669384002686,0.6893907785415649,0.5141476988792419,0.7052513360977173,0.5221568942070007,0.7093498110771179,0.525027334690094,0.7106632590293884,0.4954530596733093,0.7109249234199524,0.5110992193222046,0.7273280620574951,0.5195621848106384,0.7289788722991943,0.5261778831481934,0.7277191281318665,0.49012771248817444,0.7256813049316406,0.5033696293830872,0.7385598421096802,0.5116980671882629,0.7385786175727844,0.5163126587867737,0.7383612394332886,0.48515784740448,0.7365545034408569,0.4854104816913605,0.7478600740432739,0.48405376076698303,0.7516676187515259,0.4825545847415924,0.7535593509674072,0.46942904591560364,0.6809988021850586,0.4827674329280853,0.6670835018157959,0.4958031475543976,0.6654603481292725,0.5080897808074951,0.6707894802093506,0.5188449025154114,0.6737279295921326,0.49603578448295593,0.6947264075279236,0.5127580761909485,0.7085307836532593,0.5216323733329773,0.7149184346199036,0.5282546877861023,0.7189397811889648,0.4912051558494568,0.7117292881011963,0.5099257826805115,0.7243278622627258,0.5204079151153564,0.729791522026062,0.5274403095245361,0.7317087650299072,0.4863125681877136,0.723768413066864,0.5036188364028931,0.7376922965049744,0.5131959319114685,0.7415634989738464,0.519529402256012,0.7410028576850891,0.4818149209022522,0.7311020493507385,0.4945690929889679,0.7456958889961243,0.5024629235267639,0.7486655116081238,0.5089634656906128,0.746774435043335,0.5056984722614288,0.390119343996048
5,0.506583034992218,0.6940485835075378,0.5085160136222839,0.6736156940460205,0.5078332424163818,0.6638708710670471,0.5054594278335571,0.6607677340507507,0.5019223690032959,0.6600844860076904,0.4980880320072174,0.6938490867614746,0.5108563303947449,0.7109779715538025,0.5196775197982788,0.7136566042900085,0.5235127806663513,0.7129454016685486,0.4937528073787689,0.7146921753883362,0.50804603099823,0.7306817770004272,0.5173517465591431,0.7309740781784058,0.5250082015991211,0.7281652092933655,0.490585595369339,0.7275342345237732,0.5020987391471863,0.7392159104347229,0.5113793611526489,0.7378532886505127,0.516998291015625,0.7363252639770508,0.48858335614204407,0.7362236380577087,0.4860422611236572,0.7470039129257202,0.4842514395713806,0.7510554790496826,0.48278388381004333,0.7541022300720215,0.46941623091697693,0.6809107661247253,0.4826592206954956,0.6669550538063049,0.49567097425460815,0.6654551029205322,0.507897138595581,0.6709677577018738,0.518609881401062,0.6737212538719177,0.4958264231681824,0.6946898102760315,0.5127507448196411,0.708429753780365,0.5217239856719971,0.7146955728530884,0.5283618569374084,0.7186185717582703,0.49092477560043335,0.7117456793785095,0.5098752379417419,0.7241759300231934,0.5204485058784485,0.7295477986335754,0.5274220108985901,0.7314424514770508,0.4860222637653351,0.7237606048583984,0.503525972366333,0.7373932003974915,0.5131882429122925,0.7411490678787231,0.5195190906524658,0.7406257390975952,0.4815242290496826,0.7309215068817139,0.49429160356521606,0.7452890872955322,0.5021969079971313,0.7481488585472107,0.5086312294006348,0.7461394667625427,0.505815714597702,0.3900507688522339
6,0.49905240535736084,0.6933783292770386,0.5000070929527283,0.6786749958992004,0.5038615465164185,0.6776311993598938,0.5100122690200806,0.6853598356246948,0.5121526718139648,0.6924560070037842,0.4951709508895874,0.6964023113250732,0.5092968940734863,0.710645318031311,0.5201755166053772,0.7183477878570557,0.5273370742797852,0.7245510220527649,0.49070680141448975,0.7115004658699036,0.5063002109527588,0.7224267721176147,0.5195273756980896,0.7298040986061096,0.5289686918258667,0.7329224944114685,0.488463431596756,0.7231162190437317,0.4999149441719055,0.7320276498794556,0.5117604732513428,0.7378638982772827,0.5205824971199036,0.7398030757904053,0.4882708489894867,0.7327356338500977,0.4899101257324219,0.7430877089500427,0.4956701993942261,0.745468258857727,0.5019064545631409,0.7462273836135864,0.4694253206253052,0.6813313961029053,0.48270198702812195,0.6671611666679382,0.4957168400287628,0.6654573678970337,0.507930338382721,0.6709709167480469,0.5185753703117371,0.6737660765647888,0.49580228328704834,0.694512128829956,0.5127103924751282,0.7081268429756165,0.521651566028595,0.7145532965660095,0.5282182097434998,0.7186446189880371,0.4909239411354065,0.7117094993591309,0.5099103450775146,0.7240815758705139,0.5204644203186035,0.7296169996261597,0.5274062752723694,0.7316716909408569,0.48604094982147217,0.7239011526107788,0.5036004781723022,0.7372665405273438,0.5132534503936768,0.7411013841629028,0.5195515751838684,0.7407321333885193,0.48154696822166443,0.7313043475151062,0.49459049105644226,0.7451637983322144,0.502543568611145,0.7479162216186523,0.5089419484138489,0.7461406588554382,0.5058988183736801,0.3899973928928375
7,0.49144259095191956,0.702902615070343,0.49708420038223267,0.689213752746582,0.5042802691459656,0.6892271041870117,0.511224091053009,0.6946980953216553,0.5154170393943787,0.7012958526611328,0.4978482723236084,0.6939485669136047,0.5142673254013062,0.7040854692459106,0.5241265296936035,0.7133663892745972,0.5306574702262878,0.7223742008209229,0.49259278178215027,0.7082968354225159,0.51068514585495,0.7187179327011108,0.5229719281196594,0.7271524667739868,0.5324191451072693,0.7316281795501709,0.4895212948322296,0.7209876775741577,0.5031144618988037,0.7316081523895264,0.51312255859375,0.7383211851119995,0.5212677121162415,0.7423567771911621,0.4886043965816498,0.7323799729347229,0.4924473464488983,0.7454545497894287,0.495278537273407,0.7504056096076965,0.4991515874862671,0.7549135684967041,0.4697803556919098,0.6809892058372498,0.48276060819625854,0.6670106649398804,0.4955560564994812,0.665330171585083,0.5075666904449463,0.6712108254432678,0.517979621887207,0.6740856766700745,0.4959705173969269,0.6944299340248108,0.5127660036087036,0.7082901000976562,0.5216772556304932,0.714526355266571,0.5282304286956787,0.7184984087944031,0.4910443127155304,0.7116478085517883,0.5099831819534302,0.7240409851074219,0.5206167697906494,0.7292931079864502,0.5276142954826355,0.7312082052230835,0.4860619306564331,0.7238321900367737,0.5037001371383667,0.737359344959259,0.513365626335144,0.740973174571991,0.5196362733840942,0.7405136823654175,0.48144418001174927,0.7312107682228088,0.49454137682914734,0.7452290654182434,0.5025404691696167,0.7478878498077393,0.5088937878608704,0.7459348440170288,0.5059404522180557,0.3899632692337036
8,0.4915650486946106,0.6945772171020508,0.49851393699645996,0.67195725440979,0.5030063390731812,0.6626378893852234,0.5046551823616028,0.6598852276802063,0.5032317042350769,0.6585783958435059,0.4998275935649872,0.6904687881469727,0.5151746273040771,0.7086363434791565,0.522605836391449,0.7113850116729736,0.524570882320404,0.7110551595687866,0.49526628851890564,0.7112358808517456,0.5123724341392517,0.7298403382301331,0.5198593139648438,0.7300604581832886,0.5251395106315613,0.7272565364837646,0.48971930146217346,0.7252901196479797,0.5042685866355896,0.7396005392074585,0.5117251873016357,0.7379909157752991,0.5155286192893982,0.7367923259735107,0.4849516451358795,0.7353149652481079,0.48605409264564514,0.7472477555274963,0.4843536913394928,0.7503455281257629,0.4823929965496063,0.7518838047981262,0.47002434730529785,0.6810190081596375,0.4828164279460907,0.6668761372566223,0.49561235308647156,0.665011465549469,0.5076772570610046,0.6707908511161804,0.5180762410163879,0.6739512085914612,0.49600958824157715,0.694960355758667,0.5128048062324524,0.7084298729896545,0.5217465758323669,0.7144395709037781,0.5283668041229248,0.7182304859161377,0.491197407245636,0.7118965983390808,0.510023832321167,0.7241261005401611,0.5206332206726074,0.7292815446853638,0.5277273654937744,0.7310981154441833,0.486272394657135,0.7237526178359985,0.5037760734558105,0.7371096611022949,0.5134822726249695,0.7407780885696411,0.5199893712997437,0.7403740882873535,0.4817001521587372,0.7307982444763184,0.49458909034729004,0.7449778318405151,0.5024939775466919,0.7477641105651855,0.5089908838272095,0.7460770010948181,0.5060146898031235,0.38995081186294556
9,0.4913472831249237,0.6935251951217651,0.4980984330177307,0.6706945896148682,0.5027311444282532,0.66216641664505,0.5048416256904602,0.6600475907325745,0.5037627816200256,0.6595736145973206,0.499188631772995,0.6888739466667175,0.5136364102363586,0.707072913646698,0.5219265818595886,0.7107375264167786,0.5249746441841125,0.7110006809234619,0.4946797490119934,0.7098400592803955,0.5105390548706055,0.7279878854751587,0.5190723538398743,0.7288714647293091,0.5257710814476013,0.7264979481697083,0.48937082290649414,0.7241954207420349,0.5026310682296753,0.7381657958030701,0.5109562277793884,0.7374893426895142,0.5158951282501221,0.7367629408836365,0.48470595479011536,0.7344225645065308,0.4853070378303528,0.7464375495910645,0.4841702878475189,0.7499815225601196,0.4830588102340698,0.7515129446983337,0.470053106546402,0.6810789704322815,0.48291724920272827,0.6670655012130737,0.49570736289024353,0.6653192043304443,0.5077921748161316,0.6708758473396301,0.5183441638946533,0.6741529107093811,0.4959585964679718,0.6947433948516846,0.5127543807029724,0.7085135579109192,0.5216354131698608,0.7145676612854004,0.5281996130943298,0.7182726860046387,0.49111104011535645,0.7118629813194275,0.5099701285362244,0.7244808077812195,0.5206135511398315,0.7293922901153564,0.5276550650596619,0.7308520078659058,0.48625054955482483,0.7238342761993408,0.5037378668785095,0.7376812696456909,0.5134774446487427,0.7411200404167175,0.5199040770530701,0.7403217554092407,0.4818294644355774,0.7308263182640076,0.4946593940258026,0.7452765703201294,0.5025990605354309,0.7479759454727173,0.5090389847755432,0.7458741068840027,0.506061002612114,0.3899327516555786
10,0.4903385639190674,0.6932125687599182,0.49762576818466187,0.6713122725486755,0.5031773447990417,0.6624892950057983,0.5058059692382812,0.6606835722923279,0.5050452351570129,0.6598605513572693,0.49880972504615784,0.6877781748771667,0.5134247541427612,0.7064670920372009,0.5219987034797668,0.7106812000274658,0.5256272554397583,0.711313009262085,0.4940919578075409,0.7088000178337097,0.509657084941864,0.7266929149627686,0.5188886523246765,0.7283375263214111,0.526135265827179,0.7267161011695862,0.48858582973480225,0.7231103181838989,0.5017462968826294,0.7371299862861633,0.510442852973938,0.7372133731842041,0.5157723426818848,0.7372149229049683,0.4838688373565674,0.7334247827529907,0.48519960045814514,0.7459227442741394,0.48467180132865906,0.7492415308952332,0.48429808020591736,0.7501147985458374,0.47000613808631897,0.6808415651321411,0.4827196002006531,0.6667287349700928,0.49550923705101013,0.6650703549385071,0.5074860453605652,0.670750617980957,0.5179495215415955,0.6741508841514587,0.4959419369697571,0.6945362687110901,0.5126674771308899,0.708533525466919,0.521577000617981,0.7146291732788086,0.5281069278717041,0.7183353900909424,0.49101781845092773,0.7117206454277039,0.5099195837974548,0.7245404124259949,0.5205236077308655,0.7296692132949829,0.5274719595909119,0.7313597202301025,0.48608821630477905,0.7236963510513306,0.5036650896072388,0.7374909520149231,0.5132912397384644,0.7409946918487549,0.5196062922477722,0.7404255867004395,0.48160430788993835,0.7306833863258362,0.49440649151802063,0.7451106309890747,0.5023029446601868,0.7478861808776855,0.5087369084358215,0.7458962202072144,0.5060873627662659,0.3899381458759308
