0,11,0.5880750047416232
9,30,0.5549005830559695
23,37,0.3106854243102416
40,53,0.30577179719276437
48,67,0.3879045202915501
74,84,0.3597461269027864
77,92,0.2904708376595612
88,113,0.5202524958140871
103,118,0.25937422607334903
110,145,0.2607517251402738
137,156,0.4516245091460881
154,166,0.3049675196708381
164,190,0.5717980256539914
216,226,0.5338741799271092
226,286,0.44896363656617755
284,294,0.5939717607619475
292,308,0.7617473077249599
308,324,0.30171531556301856
329,340,0.27186065701387024
353,372,0.2702056181459355
385,395,0.6439400604638215
