4,14,0.09429775743042508
36,46,0.013293222294703127
40,63,0.008916972153625635
58,70,0.009032094567646826
82,96,0.009614805589396017
85,105,0.012140194049326352
89,109,0.009620769243997945
103,116,0.011462766605336922
129,139,0.011755254325765038
150,162,0.0127327878067424
174,184,0.013754925996938025
205,215,0.017255867459950298
211,221,0.02041424788653027
246,256,0.023629272005055678
285,296,0.013205726671437564
303,313,0.033065398880208395
319,329,0.04740716999776158
344,354,0.01933821238890539
354,364,0.017961167009602895
360,370,0.019205966189799008
375,385,0.03127746108393351
391,401,0.14430434539373288
420,430,0.44274796702547187
442,452,0.34926929440285254
